bid_id,title,biz_div,title_len
R26BK01298685_000,e-감사시스템 구축 용역,servc,13
R26BK01298738_000,저작권 정보시스템 통합 IDC 이전 및 상면 임대‧네트워크 회선 서비스 위탁,servc,42
R26BK01298761_000,2026년 다국어 동화 콘텐츠 제작 사업,servc,22
R26BK01298784_000,2026년 본인진료기록열람지원시스템(건강정보 고속도로)  운영 및 유지관리,servc,41
R26BK01298834_000,2026년 상수도 관망관리시스템 유지관리용역,servc,24
R26BK01298836_000,대기배출시설의 대기오염물질 배출계수 적용체계 개선 연구(lll),servc,35
R26BK01298959_000,악취 센서 성능시험방법 마련 연구(I),servc,21
R26BK01298969_000,2026년 새만금 투자유치 활동지원을 위한 위탁 용역,servc,29
R26BK01299011_000,2026년 불법 주정차 무인단속 시스템 유지보수 용역,servc,29
R26BK01299015_000,방치된 마약류 현황 실태조사 및 개선방안 연구,servc,25
R26BK01299084_000,2026년 대학도서관 전문인력 교육 위탁 운영,servc,25
R26BK01299091_000,2026년 국토이용정보체계 데이터 수정편집 및 운영장비 유지관리,servc,35
R26BK01299170_000,2026년 조달청 수입적하보험 인수사 선정,servc,23
R26BK01299216_000,26~27년 해안무선국 무선통신설비 전문 유지보수 용역,servc,30
R26BK01299329_000,위해가능 영양성분 저감 제품 등 식품의 영양성분 활용 고도화,servc,33
R26BK01299353_000,2026년 창의역량 계발과정 운영,servc,18
R26BK01299757_000,"특별전 조선, 프랑스를 만나다 영상 제작",servc,22
R26BK01299794_000,전자심의시스템 구축,servc,10
R26BK01299801_000,태안지구 우수유출저감시설 설치사업 기본 및 실시설계 용역,servc,31
R26BK01299816_000,화천 통합공공임대주택 건립공사 감독권한대행 건설사업관리용역,servc,32
R26BK01299817_000,2026년 찾아가는 안전체험교실 운영,servc,20
R26BK01299841_000,2026년 사회봉사대상자 단체 상해보험 계약,servc,24
R26BK01299862_000,전통조경 수리 표준품셈 제정 연구(3차),servc,22
R26BK01299886_000,부산대학교 부산캠퍼스 승강기 유지관리 용역,servc,23
R26BK01299890_000,26~28년 소방정보통신시스템 통합유지보수 용역,servc,26
R26BK01299913_000,26년 유기농업자재 위탁검정 사업,servc,18
R26BK01299914_000,2026년 기후변화 시나리오 및 영향 분석정보 생산.제공,servc,31
R26BK01299930_000,2026 대한민국 과학기술대전 기획·운영 대행,servc,25
R26BK01299957_000,2026년도 병력동원훈련소집 차량수송 용역계약,servc,25
R26BK01299965_000,2026년 우수환경산업체 해외 환경박람회 홍보관 설치·운영 및 판로개척 지원,servc,42
R26BK01299984_000,2026년 A그룹 북한전문강사 초빙교육,servc,21
R26BK01299998_000,2026학년도 국립한밭대학교 사업장 생활계폐기물 위탁처리 용역,servc,34
R26BK01300034_000,바이오매스 비율 실측을 위한 굴뚝 배출가스 장기 포집 장치 개발 및 시범사업,servc,42
R26BK01300044_000,2026년도 제출서류 간소화 및 정보유통허브 연계 확대 지원 사업,servc,36
R26BK01300076_000,2026년 한국지질자원연구원 R&D성과 온라인 홍보 운영,servc,31
R26BK01300090_000,2026학년도 경북대학교 사업장비배출시설계폐기물 수집‧운반 처리 용역,servc,38
R26BK01300203_000,팬더헬기(AS565) 주기어박스 수리,servc,20
R26BK01300224_000,K-푸드 세계화를 위한 2026년 식품안전담보사업,servc,27
R26BK01300235_000,제주지방우정청 공용차량 자동차량 자동차 보험 가입,servc,27
R26BK01300417_000,2026년 제6차 가족실태조사,servc,16
R26BK01300474_000,2026년 광주광역시교육청 테크센터 ·디지털튜터 운영 사업,servc,32
R26BK01300523_000,2026년 전남지방우정청 안전관리업무 위탁 용역,servc,26
R26BK01300672_000,2026년 경주시 지하시설물 정보 수정.갱신 사업,servc,27
R26BK01300700_000,2026 글로벌 화장품 규제기관장 협의체 운영,servc,25
R26BK01300728_000,2026-2029 강원대학교 춘천캠퍼스 통합경비시스템 용역,servc,32
R26BK01300759_000,토양·지하수 중 미세플라스틱 실태조사(2026),servc,26
R26BK01300857_000,수원시 장애인 버스요금 지원 시스템 구축 용역,servc,25
R26BK01300884_000,지역 맞춤형 온실가스 통합 감시 기반 배출 정보 고도화 연구,servc,33
R26BK01300897_000,(26G003-I)26년안전관리자위탁용역,servc,22
R26BK01300900_000,2026학년도 성남초등학교(병설유치원) 통학버스 임차용역,servc,31
R26BK01300945_000,장흥교육지원청 연립관사(아름동) 증축공사 시공단계의 건설사업관리 용역,servc,38
R26BK01301004_000,2026년도 병력동원훈련소집 수송차량 운송용역(2권역),servc,30
R26BK01301020_000,2026년 충북권역 사회적기업 창업·경영지원 전문기관 운영 용역,servc,35
R26BK01301025_000,전산장비 및 SW 통합유지보수 용역,servc,19
R26BK01301070_000,2026년 연구용역(위험기상 발달 사전 탐지 기술 개발 연구) 계약,servc,37
R26BK01301093_000,2026년 통합항공안전정보시스템 등 기능개선 및 유지관리,servc,31
R26BK01301139_000,2026년 통학버스 임차용역 계약요청,servc,20
R26BK01301171_000,2026년 국가이미지 조사,servc,14
R26BK01301182_000,(26G010-I)정신전력교육영상교재제작용역,servc,24
R26BK01301204_000,은평세무서 청사 신축공사 안전점검 수행기관 지정 공고,servc,29
R26BK01301207_000,2026년 데이터기반 e-푸른샘 운영 및 유지관리,servc,27
R26BK01301228_000,(26F008-I)호국미술대전행사대행용역,servc,22
R26BK01301262_000,부안군 국가정보통신서비스 사업자 선정,servc,20
R26BK01301284_000,부산대학교 2026학년도 생활폐기물 수거 및 처리 용역,servc,30
R26BK01301485_000,2026년 학교 무선인프라 통합 유지관리 용역,servc,25
R26BK01301560_000,제8차 권역별 관광개발계획 검토 및 조정 방안 연구,servc,28
R26BK01301623_000,보건의료연구자원정보센터 정보관리·분석실 인프라 운영 및 유지관리,servc,35
R26BK01301629_000,2026년 영구보존 대상 병적기록물 전수조사 및 보존처리 용역,servc,34
R26BK01301675_000,2026년 유아 흡연위해예방 가정연계 프로그램 운영,servc,28
R26BK01301781_000,가정 내 의료용 마약류 수거·폐기 사업,servc,21
R26BK01302099_000,2026학년도 인천대학교 통학 셔틀버스 운송 용역,servc,27
R26BK01302186_000,2026년 배전건설부 업무용차량 임차계약(1대),servc,26
R26BK01302192_000,2026년 대구권역 사회적기업 창업·경영지원 전문기관 운영 용역,servc,35
R26BK01302208_000,2026학년도 강남중학교 통학차량 운송용역,servc,23
R26BK01302285_000,2026년 배전건설부 업무용차량 임차계약2(1대),servc,27
R26BK01302521_000,공영홈쇼핑 직무중심의 인력·조직혁신 및 직무체계 구축용역,servc,31
R26BK01302555_000,2026년 대만자료 정리 및 번역 학술연구용역,servc,25
R26BK01302557_000,의료혁신 시민패널 구성 및 공론조사,servc,19
R26BK01302656_000,국가전략비축자원 지능형 공급망관리 시스템 구축 ISP,servc,29
R26BK01302688_000,2026년 국가하천 CCTV 운영장비 유지보수용역,servc,27
R26BK01302742_000,"2026년도 산림교육 운영사업(숲해설, 유아숲교육)",servc,28
R26BK01302760_000,제4차 관광개발기본계획 재검토 및 정비 연구,servc,24
R26BK01302772_000,2026학년도 나주이화학교 통학차량 임차용역 계약 요청,servc,30
R26BK01302822_000,2026 대입상담캠프 기획 운영 대행 용역,servc,23
R26BK01302859_000,엠파워클라우드 v3.0(커스터마이징)_제3자단가(모코엠시스),servc,33
R26BK01302871_000,조선왕실 원묘 종합정비계획 수립 용역,servc,20
R26BK01302879_000,충청남도 정보통신설비 통합유지관리 사업,servc,21
R26BK01302903_000,차세대 실종아동등 통합지원 플랫폼 구축 ISP 사업,servc,28
R26BK01302907_000,「2026 국제 한반도 포럼(GKF)」상반기 국내 세미나 기획 및 운영,servc,39
R26BK01302928_000,2026년도 수문관측설비 유지관리 용역,servc,21
R26BK01302959_000,2026년 행정안전부 정보보안 강화,servc,19
R26BK01302988_000,SW 3자단가(엠파워보안파일서버 v9.0 (커스터마이징) (주)모코엠시스),servc,41
R26BK01303052_000,2026년 함양군 유튜브 영상제작 및 운영 용역 협상계약,servc,31
R26BK01303080_000,담배소매점 담배광고·진열·판촉 모니터링,servc,21
R26BK01303097_000,2026년 학점은행제·독학학위제 정보시스템 운영 및 유지보수,servc,33
R26BK01303152_000,정부과천청사 중·장기적 개선방안 연구용역,servc,22
R26BK01303173_000,2026년 재외동포청 SNS 운영 및 관리 용역,servc,26
R26BK01303188_000,2026년도 아산시 통합빅데이터플랫폼 유지관리 및 분석사업 용역,servc,35
R26BK01303225_000,대기-해양의 상호작용 장기변동성 규명(Ⅱ),servc,23
R26BK01303241_000,26년 암호화자산 보고체계(CARF) 정보교환 기능 개발,servc,31
R26BK01303255_000,국립금오공과대학교 글로벌 생활관 임대형 민자사업(BTL) 전기공사 감리용역,servc,41
R26BK01303302_000,2026년도 K-BDS 전산인프라 및 기반시설 통합 유지보수,servc,33
R26BK01303455_000,2026년 충청지방우정청 우편차량보험 사업자 선정,servc,27
R26BK01303487_000,2026년 국가기술표준원 온라인 홍보사업,servc,22
R26BK01303677_000,2026년 직업소개사업종사자 역량강화교육 사업 운영,servc,28
R26BK01303696_000,2026 경기형 인사시스템 기능개선 및 유지관리,servc,26
R26BK01303756_000,2026학년도 인천대중예술고등학교 통학버스 임차,servc,26
R26BK01303850_000,2026년도 미국 국립문서기록청(NARA) 소장 한국사 관련 사료 수집,servc,39
R26BK01303861_000,2026년 환경성적표지 작성지침 개발,servc,20
R26BK01303959_000,2026년 IFEZ 스마트시티 교통신호시스템 유지관리 용역,servc,32
R26BK01303996_000,2026년 보호구역 통합 관리시스템 유지관리 용역,servc,27
R26BK01304021_000,2026년 전통지식DB 구축 및 검색서비스 운영위탁사업,servc,30
R26BK01304114_000,서울송파우체국 아파트전담 소포우편물 위탁배달용역,servc,26
R26BK01304327_000,2026년 일상 대화 자료 수집 및 정제,servc,22
R26BK01304367_000,RAG기반 원자력수출입통제시스템 심사지원 기능 개발,servc,28
R26BK01304389_000,2026년 B그룹 북한전문강사 초빙교육,servc,21
R26BK01304502_000,(교학-정착) 2026년도 한국농수산대학교 법률.세무 컨설팅 용역,servc,36
R26BK01304650_000,2026년도 지방공무원 역량평가 과제 개발 및 보강,servc,28
R26BK01304665_000,2026년 청소년의 달 행사 운영 용역(제22회 대한민국청소년박람회),servc,38
R26BK01304718_000,2026년 청년친화도시 운영지원,servc,17
R26BK01304773_000,건강모아 앱 AI 학습 등 유지보수,servc,19
R26BK01304824_000,2026년 인천대학교 홈페이지 유지보수,servc,21
R26BK01304847_000,경안권역 버스공영차고지 조성사업 설계용역,servc,22
R26BK01304883_000,제천경찰수련원 2026년도 세탁물 위탁처리 용역,servc,26
R26BK01304911_000,2026년~2028년 영상홍보 모니터 유지보수 용역,servc,28
R26BK01304927_000,2026년~2028년 공주시 공간정보시스템 유지보수 용역,servc,31
R26BK01305269_000,2026년도 대구교육대학교 정보시스템 통합유지보수 사업,servc,30
R26BK01305363_000,2026년 글쓰기 능력 진단 기준 개발 및 글쓰기 대회 개최,servc,33
R26BK01305522_000,2026 재외동포 통일문화행사 기획 및 운영 용역,servc,27
R26BK01305549_000,우체국 자과초금 및 점외 365코너 자금 통합 위탁운송 용역 계약,servc,36
R26BK01305626_000,2026년 공공시설물 내진보강사업 적정성검토 연구용역,servc,29
R26BK01305666_000,2026년 조선왕릉길 여행 프로그램 운영 용역,servc,25
R26BK01305682_000,2026년 한국 유학 디지털 홍보 통합 운영 용역,servc,27
R26BK01305688_000,2026학년도 충북대 기계설비 자동제어 유지관리 용역,servc,29
R26BK01305732_000,2026~2027학년도 통합정보시스템 유지보수 사업,servc,28
R26BK01305851_000,디지털 안전관리 현장점검 위탁용역,servc,18
R26BK01305857_000,2026년 학교 무선인프라 통합유지관리 용역 사업,servc,27
R26BK01305875_000,2026년 오송보건의료행정타운 조경유지관리용역,servc,25
R26BK01305981_000,2026년 제15차 한독통일자문회의 대행 용역,servc,25
R26BK01306056_000,산업계 지원을 위한 플랫폼 강화 및 스케일업 프로그램 운영(2026년),servc,39
R26BK01306303_000,2026년 만화로 보는 조례 이야기 제작 용역,servc,25
R26BK01306411_000,보안 취약점 클리닝 시스템 운영,servc,17
R26BK01306435_000,"[정책,065] 희귀질환 등록통계 표준화 연구",servc,25
R26BK01306460_000,아산분원 건립(증축)공사 상주감리용역(전기),servc,24
R26BK01306461_000,제20차 아시아태평양 대법원장 회의 용역업체 선정,servc,27
R26BK01306514_000,2026년도 병력동원훈련소집 수송차량 운송용역(1권역),servc,30
R26BK01306531_000,2026년 해외 한국어평가 채점자 교육과정 운영 및 결과 분석,servc,34
R26BK01306560_000,임실군 정주활력센터 건립사업 전기공사 건설사업관리용역,servc,29
R26BK01306632_000,"농식품 인공지능(AI) 역량강화(기초, 중급, 심화) 교육 및 경진대회 운영",servc,42
R26BK01306672_000,2026년 한-아세안 의약품 GMP 조사관 교육 및 콘퍼런스 개최,servc,36
R26BK01306697_000,2026년 부산광역시 데이터 인재양성 교육사업(공공부문),servc,31
R26BK01306703_000,AI 몰입형 창의 독서 프로그램 개발 및 보급,servc,25
R26BK01307003_000,2026학년도 용암초등학교(병설유치원) 통학차량 임차용역,servc,31
R26BK01307037_000,차세대 해양상황관리시스템 구축 ISP,servc,20
R26BK01307134_000,법무부 기록관 기록물 정리 및 수집 사업,servc,22
R26BK01307784_000,2026 해외 연구자 통일정책 네트워크 구축 용역,servc,27
R26BK01307792_000,2026년 대국민 지진.지진해일.화산 교육 사업,servc,26
R26BK01307821_000,해양누리호 선체 및 기관 정기수리,servc,18
R26BK01308002_000,해안선조사(남해 서부),servc,12
R26BK01308028_000,2026 영화 온라인 불법유통 실태조사 및 저작권 보호조치 용역,servc,35
R26BK01308103_000,2026년도 미국 국립문서기록관리청(NARA) 소장 한국관련자료 조사·수집 사업,servc,44
R26BK01308110_000,2026년도 병력동원훈련소집 수송차량 운송용역 계약(2권역),servc,33
R26BK01308132_000,바이오가스 생산목표제 명세서 적합성 검토 업무지원,servc,27
R26BK01308190_000,2026년도 병력동원훈련소집 수송차량 운송용역 계약(1권역),servc,33
R26BK01308198_000,미생물의 폐배터리 금속 회수 기작 구명 및 침출 최적화 방안 연구(1차년도),servc,42
R26BK01308214_000,경찰인재개발원 교육생 태블릿PC 임차,servc,20
R26BK01308221_000,디지털서비스_오투_지원서비스,servc,15
R26BK01308238_000,충남권 국립묘지 입지선정 타당성 및 기본계획 연구용역,servc,29
R26BK01308243_000,2026년 인공지능 말평 운영 및 연계 행사 개최,servc,27
R26BK01308321_000,2026년 한부모가족 무료법률구조사업,servc,20
R26BK01308347_000,2026년도 신재생에너지 보급통계 조사 및 분석,servc,26
R26BK01308375_000,제3차 청년의 삶 실태조사,servc,14
R26BK01308379_000,디지털서비스_엔에이치엔클라우드_엔에이치엔클라우드 Dooray for 엔에이치엔두레이(SaaS),servc,52
R26BK01308388_000,화분매개곤충-식물 상호작용 네트워크 구축(2026년),servc,29
R26BK01308427_000,화분매개곤충의 수분매개영향 평가 및 변화 예측(2026년),servc,32
R26BK01308440_000,26-D-00부대 설계용역(B505),servc,20
R26BK01308486_000,디지털서비스_한국교과서협회_AIDT 교육자료 공동플랫폼,servc,30
R26BK01308514_000,2026년도 국립기상과학원 정보시스템 유지관리 용역,servc,28
R26BK01308523_000,복무기관담당자 전문교육과정 운영 계약,servc,20
R26BK01308579_000,2026년 중소기업스마트서비스 지원사업 사업관리 시스템 운영·유지보수 및 이관,servc,43
R26BK01308581_000,서울대학교 관악캠퍼스 교직원주택 시설용역,servc,22
R26BK01308611_000,토지가격비준표 특성항목 개선을 위한 2차 연구_지방 도 지역을 대상으로,servc,39
R26BK01308641_000,디지털서비스_아이크래프트_네이버클라우드플랫폼공공기관용(IaaS),servc,35
R26BK01308692_000,자생식물을 활용한 항노화 기능성 신규 원료 개발 연구(1차년도),servc,35
R26BK01308695_000,장애자녀 성인기 자립 부모 길라잡이 개발,servc,22
R26BK01308731_000,2026년 찾아가는 생태전환교육 용역,servc,20
R26BK01308796_000,부산광역시 통합 홈페이지 운영 및 유지관리 용역,servc,26
R26BK01308801_000,2026년 충남대학교 의료폐기물 위탁처리 용역,servc,25
R26BK01308833_000,교과연계 실감형 디지털 보훈탐방교재 개발,servc,22
R26BK01308885_000,2026년 질병관리청 예방접종 교육 사업,servc,22
R26BK01308922_000,남극과학기지 위성통신망 운영 및 관리 용역,servc,23
R26BK01309167_000,2026년도 신재생에너지 산업통계 조사 및 분석,servc,26
R26BK01309176_000,2026년 재정정보보호 통합컨설팅,servc,18
R26BK01309193_000,2026년 한국고용노동교육원 셔틀버스 운행 용역,servc,26
R26BK01309219_000,2026년 이러닝 콘텐츠 개발 개선(통계·데이터 부문),servc,30
R26BK01309248_000,2026년 해외 긴급 안전관리 서비스,servc,20
R26BK01309262_000,2026년 살생물제 중대재해처벌법 제도이행 지원,servc,26
R26BK01309502_000,2022 개정 특수교육 기본 교육과정에 따른 초·중학교 성취수준 개발 연구,servc,41
R26BK01309528_000,2026년 김포시 우리아이행복돌봄센터 원어민 프로그램 운영 용역,servc,35
R26BK01309566_000,26-A-00부대 설계용역(A003),servc,20
R26BK01309597_000,"생명-농림기상 재분석, 자료동화 기법 개발 및 산불진화 사례 시나리오 개발 연구 용역",servc,47
R26BK01309616_000,원전사이버 보안 리스크 정량화 도구 개발,servc,22
R26BK01309761_000,(26F014-B)육군 인력획득 홍보 영상 콘텐츠 제작,servc,30
R26BK01309819_000,2026년 C그룹 안보전문강사 초빙교육,servc,21
R26BK01309829_000,2027년 지식재산 정책이슈 발굴 연구,servc,21
R26BK01309837_000,2026학년도 대전원신흥초등학교복용분교장 학생 통학버스 임차 용역(긴급),servc,40
R26BK01309937_000,제9회 전국동시지방선거 외부평가 학술용역,servc,22
R26BK01309962_000,(26F015-I)육군정신전력교육영상교재제작용,servc,25
R26BK01309974_000,2026년 택배서비스평가 등 용역,servc,18
R26BK01310020_000,2026년 직무역량 강화과정 운영,servc,18
R26BK01310049_000,2026년 옥외광고 통계조사,servc,15
R26BK01310056_000,태실의 국가지정문화유산(사적) 지정 확대를 위한 심화 조사연구 용역,servc,37
R26BK01310062_000,서재 생활문화센터 건립 기본 및 실시설계 용역,servc,25
R26BK01310233_000,2026년 한국도박문제예방치유원 도박문제 예방주간 및 인식주간 행사 운영,servc,40
R26BK01310243_000,SW 3자단가(무선망멀티톡 V1.0 (유지관리) (주)비전아이티),servc,36
R26BK01310261_000,SW 3자단가(무선망멀티톡 V1.0 (커스터마이징) (주)비전아이티),servc,38
R26BK01310280_000,2026년도 군산경찰서 지역경찰관서 청소 용역,servc,25
R26BK01310287_000,SW 3자단가(지능형정보통신설비관리시스템 V1.0 (유지관리) (주)비전아이티),servc,44
R26BK01310301_000,2026 산업안전보건의 달 행사 업무대행 용역,servc,25
R26BK01310309_000,SW 3자단가(지능형정보통신설비관리시스템 V1.0 (커스터마이징) (주)비전아이티),servc,46
R26BK01310488_000,2026년 시각장애인용 전자점자악보 제작 사업,servc,25
R26BK01310496_000,2026년도 폐농약농기류(플라스틱) 운송용역,servc,24
R26BK01310595_000,2026년 아시아 법제기구 협의체 세미나 행사 대행,servc,28
R26BK01310688_000,유엔군 참전의 날 기념식 대행용역,servc,18
R26BK01310702_000,2026년 글로벌 통일인식조사 용역,servc,19
R26BK01310967_000,2026년 대기환경 개선대책 통합홍보 용역,servc,23
R26BK01310993_000,2026학년도 한국교원대학교 교육정책전문대학원 2단 국외연수 용역,servc,36
R26BK01311047_000,비축물자 2026년도 화물자동차 운송용역(연간단가) 계약,servc,31
R26BK01311407_000,블록구축 및 상수관로 이설공사 등 통합건설사업관리 용역,servc,30
R26BK01311479_000,"정부세종청사 1, 2, 4, 16, 17동 정밀안전점검 용역",servc,33
R26BK01311519_000,2026 아트비즈니스챌린지 교육 기획 및 운영 대행용역,servc,30
R26BK01311522_000,전시원 내 생태학적 유해인자 조사(3),servc,21
R26BK01311532_000,2026년 이야기가 있는 코딩,servc,16
R26BK01311537_000,2026년 이러닝 통일교육 콘텐츠 개발 및 품질관리 사업,servc,31
R26BK01311572_000,검사전산시스템 통합유지관리 용역사업,servc,19
R26BK01311609_000,2026년 구 토지대장 한글화 디지털 구축사업,servc,25
R26BK01311632_000,정신건강 주거지원 시범사업 중앙사업단 위탁,servc,23
R26BK01311662_000,2026학년도 장안초등학교 및 병설유치원 통학차량 계약 요청 의뢰,servc,36
R26BK01311698_000,2026년 화학물질 유해성시험자료 생산(2),servc,24
R26BK01311717_000,성남낙생 A-1BL 민간참여 공공주택 건설사업 시공단계 감독 권한대행 등 건설사업관리용역,servc,49
R26BK01311763_000,한국보건복지인재원 신규 교육관 증축사업 실시설계 용역(제안공모),servc,35
R26BK01311801_000,발달장애인 등 맞춤 식생활 영양관리 및 정보 제공,servc,27
R26BK01311802_000,26-D-00부대 설계용역(B504),servc,20
R26BK01311884_000,2026 보훈문화교육 수업안 개발공모 위탁사업,servc,25
R26BK01311958_000,2026학년도 명지가온유치원 통학차량 임차 용역,servc,26
R26BK01311974_000,26-A-00부대 설계용역(A008),servc,20
R26BK01311987_000,2026 식품진흥원 창업교육 프로그램 운영 용역,servc,26
R26BK01312093_000,2026학년도 부산알로이시오초등학교 학생 통학차량 임차 용역,servc,33
R26BK01312113_000,"창녕-고암 건설폐기물(폐아스콘, 폐콘크리트, 혼합폐기물) 처리용역(1차)",servc,40
R26BK01312135_000,2026년도 치안관계자 초청사업,servc,17
R26BK01312148_000,2026년 처내업무 행정정보화 유지보수 사업,servc,24
R26BK01312160_000,2026년 환경기업 창업역량 강화 및 사업화 브릿지 프로그램 운영,servc,36
R26BK01312173_000,26-A-00부대 설계용역(A002),servc,20
R26BK01312183_000,국도20호선 산청 시천-단성간 수해상습지역 개선공사 건설폐기물처리용역,servc,38
R26BK01312206_000,2026학년도 엄궁누리유치원 통학차량 임차용역 계약요청,servc,30
R26BK01312231_000,미래교육캠퍼스 건립공사 외 1건(유아 숲ㆍ생태놀이 체험장 신축공사) 건설사업관리용역,servc,46
R26BK01312246_000,2026 미래한국 아이디어 공모전,servc,18
R26BK01312341_000,외교부 재외공관(쿠바) 외교정보전용망 구축 및 운영 사업(2026.7-2027.12),servc,47
R26BK01312386_000,제8회 교육 공공데이터 AI활용대회 위탁운영,servc,24
R26BK01312595_000,생활화학제품 제도이행업체 교육ㆍ컨설팅,servc,20
R26BK01312601_000,정부 석탄 비축장 및 비축탄 경비 용역,servc,21
R26BK01312621_000,산업단지 주변 어장환경 유해물질 조사 및 추적기술 개발 연구 Ⅱ,servc,35
R26BK01312641_000,26-D-00부대 설계용역(B502),servc,20
R26BK01312649_000,부산대학교 PNU Knowledge Base 로컬 인문학 플랫폼 구축 용역,servc,41
R26BK01312718_000,2026년도 주요 산림생태계 플럭스타워 관측망 유지보수 및 자료품질 관리,servc,40
R26BK01312726_000,수성고 그린스마트스쿨 개축 전기공사(BTL) 감리용역,servc,29
R26BK01312855_000,도로위험기상 통합 예측성능 분석 및 개선,servc,22
R26BK01312903_000,26년 정보보호 공시 제도 교육 운영,servc,20
R26BK01312925_000,정책연구용역(우리아이자립펀드 사업 타당성 연구용역),servc,28
R26BK01312929_000,2026학년도 상반기 학내 순환버스 등 임차운행 용역 계약,servc,32
R26BK01313164_000,춘천교육대학교 정보자원 통합유지보수,servc,19
R26BK01313224_000,2026년 전자소송 등 전자지불대행서비스,servc,22
R26BK01313238_000,2026년 산악기상관측망(AMOS) 유지관리,servc,24
R26BK01313267_000,2026년 수산자원보호구역 조사,servc,17
R26BK01313294_000,차세대 생활법령정보시스템 구축(1차) 사업 조달 계약,servc,29
R26BK01313311_000,2026년 국가교육위원회 온라인 정책홍보 위탁사업,servc,27
R26BK01313322_000,제6차 식품유래 항생제 내성 국제콘퍼런스 운영,servc,25
R26BK01313330_000,2026년 충남대학교 사업장(지정)폐기물 위탁처리 용역,servc,30
R26BK01313358_000,2026년 유통 수산물 잔류 유해물질 검사,servc,23
R26BK01313430_000,2026년 해양교통방송 콘텐츠 기획 및 제작 용역,servc,27
R26BK01313490_000,제23회 병역명문가 시상식 및 영상제작 용역 계약,servc,27
R26BK01313493_000,26-F-연습용 워게임모델 유지관리,servc,19
R26BK01313499_000,2026년 데이터바우처 지원사업 운영지원 용역,servc,25
R26BK01313513_000,제5차 어장관리 기본계획 수립 및 제도개선 방안 연구,servc,29
R26BK01313516_000,2026년 영상물 등급분류 교육 프로그램 운영 위탁 사업,servc,31
R26BK01313616_000,스포츠윤리센터 정보보안 강화를 위한 2차 망분리 구축,servc,29
R26BK01313629_000,(26G018-B) 한국 안보역사문화탐방 대행용역,servc,27
R26BK01313642_000,세종학생해양수련원 신축 전기공사 건설사업관리 용역,servc,27
R26BK01313644_000,JPDC ERP(J-Work) 유지관리 용역,servc,24
R26BK01313649_000,2026년 국가 수은통합측정망 운영사업,servc,21
R26BK01313713_000,2026년 충북도립대학교 정보시스템 통합유지보수 용역,servc,29
R26BK01313751_000,2026년 무인해양조사,servc,12
R26BK01313865_000,청주시 무심천 분류식화 하수관로 정비사업 및 상수도 노후관 개량공사 건설폐기물(폐콘크리트) 처리용역,servc,55
R26BK01313868_000,동북아평화자료원(가칭) 정보시스템 구축 1차 사업,servc,27
R26BK01313918_000,2026년 수치예보시스템 운영기술 개발 및 개선 용역,servc,29
R26BK01314071_000,2026년 전남지방우정청 보건관리자 업무 위탁 용역(1권역),servc,33
R26BK01314098_000,2026년 친환경·무항생제 인증 생산농장 잔류물질 검정 위탁 사업 조달 입찰 요청,servc,45
R26BK01314169_000,2026년도 서울대학교 융합과학기술대학원 임차 버스 용역 계약 요청,servc,37
R26BK01314221_000,양식장 퇴적물 유해가스 용출 특성 및 대응방안 연구,servc,28
R26BK01314230_000,수입의료기기 통관단계 안전성 검사,servc,18
R26BK01314322_000,2026년 SW·AI교육거점센터 교육프로그램 운영 민간대행 용역 조달 계약 의뢰,servc,44
R26BK01314336_000,양식장 유기물 기원 추적 및 관리방안 연구,servc,23
R26BK01314400_000,2026년 친환경·무항생제 인증 생산·유통단계 잔류물질 검정 위탁 사업 조달 입찰 요청,servc,48
R26BK01314408_000,2026년 현역병 입영문화제 행사운영 용역,servc,23
R26BK01314433_000,음향기법을 이용한 연근해 수산자원 연속자료 수집 및 분석,servc,31
R26BK01314459_000,2026년 관할해역 해양기본조사(군산부근),servc,23
R26BK01314469_000,2026년 국어생활상담 말뭉치 연구 분석,servc,22
R26BK01314474_000,기후예측 모델 자료 활용 및 기후예측 정보 산출 기술 개발(Ⅰ),servc,35
R26BK01314485_000,빈산소수괴 변동 예측모델 고도화Ⅰ,servc,18
R26BK01314547_000,탄소순환 메커니즘 규명 위한 입체관측 기술개발 및 기원추적 운영체계 개선 연구 용역,servc,46
R26BK01314598_000,2026년 기상항공기 항공보험,servc,16
R26BK01314728_000,2026년 공공누리 교육 및 행사 운영 사업,servc,24
R26BK01314831_000,데이터뱅크 의료기관 연계  장비 도입·설치 사업,servc,26
R26BK01314838_000,개인정보 영향평가 전문인력 양성 및 제도운영 지원,servc,27
R26BK01314842_000,2025년~2026년 주요사업 사업비 위탁정산 용역,servc,28
R26BK01314898_000,2026학년도 일광초등학교 통학차량 운행임차 용역 계약 요청,servc,33
R26BK01314904_000,2026년 국가서지의 Linked Open Data 서비스 운영,servc,35
R26BK01314926_000,바이오헬스 클러스터 버추얼 플랫폼 구축 정보화전략계획(ISP) 수립,servc,37
R26BK01314936_000,세종한국어평가(SKA) 시스템 운영·유지보수 및 기능 보완,servc,32
R26BK01314940_000,현업대기질예보를 위한 위성에어로졸 자료동화 연구(Ⅳ),servc,29
R26BK01314981_000,서천군 토지적성평가 및 재해취약성분석 용역,servc,23
R26BK01315010_000,마약류 오남용 통합감시시스템(K-NASS 3차) 구축,servc,29
R26BK01315043_000,2026년 단계적 적응형 세종한국어평가(iSKA) 시행 및 분석,servc,35
